ID,DATE_KEY,FULL_DATE_KEY,YEAR,DAY_OF_WEEK,IS_HOLIDAY,MONTH_PERSIAN_NAME,DAY_PERSIAN_NAME
1432,13981130,1398/11/30,1398,5,0,بهمن,چهارشنبه
1433,13981201,1398/12/01,1398,6,0,اسفند,پنجشنبه
1434,13981202,1398/12/02,1398,7,1,اسفند,جمعه
1435,13981203,1398/12/03,1398,1,0,اسفند,شنبه
1436,13981204,1398/12/04,1398,2,0,اسفند,یکشنبه
1437,13981205,1398/12/05,1398,3,0,اسفند,دوشنبه
1438,13981206,1398/12/06,1398,4,0,اسفند,سه شنبه
1439,13981207,1398/12/07,1398,5,0,اسفند,چهارشنبه
1440,13981208,1398/12/08,1398,6,0,اسفند,پنجشنبه
1441,13981209,1398/12/09,1398,7,1,اسفند,جمعه
1442,13981210,1398/12/10,1398,1,0,اسفند,شنبه
1443,13981211,1398/12/11,1398,2,0,اسفند,یکشنبه
1444,13981212,1398/12/12,1398,3,0,اسفند,دوشنبه
1445,13981213,1398/12/13,1398,4,0,اسفند,سه شنبه
1446,13981214,1398/12/14,1398,5,0,اسفند,چهارشنبه
1447,13981215,1398/12/15,1398,6,0,اسفند,پنجشنبه
1448,13981216,1398/12/16,1398,7,1,اسفند,جمعه
1449,13981217,1398/12/17,1398,1,0,اسفند,شنبه
1450,13981218,1398/12/18,1398,2,1,اسفند,یکشنبه
1451,13981219,1398/12/19,1398,3,0,اسفند,دوشنبه
1452,13981220,1398/12/20,1398,4,0,اسفند,سه شنبه
1453,13981221,1398/12/21,1398,5,0,اسفند,چهارشنبه
1454,13981222,1398/12/22,1398,6,0,اسفند,پنجشنبه
1455,13981223,1398/12/23,1398,7,1,اسفند,جمعه
1456,13981224,1398/12/24,1398,1,0,اسفند,شنبه
1457,13981225,1398/12/25,1398,2,0,اسفند,یکشنبه
1458,13981226,1398/12/26,1398,3,0,اسفند,دوشنبه
1459,13981227,1398/12/27,1398,4,0,اسفند,سه شنبه
1460,13981228,1398/12/28,1398,5,0,اسفند,چهارشنبه
1461,13981229,1398/12/29,1398,6,1,اسفند,پنجشنبه
1462,13990101,1399/01/01,1399,7,1,فروردین,جمعه
1463,13990102,1399/01/02,1399,1,1,فروردین,شنبه
1464,13990103,1399/01/03,1399,2,1,فروردین,یکشنبه
1465,13990104,1399/01/04,1399,3,1,فروردین,دوشنبه
1466,13990105,1399/01/05,1399,4,0,فروردین,سه شنبه
1467,13990106,1399/01/06,1399,5,0,فروردین,چهارشنبه
1468,13990107,1399/01/07,1399,6,0,فروردین,پنجشنبه
1469,13990108,1399/01/08,1399,7,1,فروردین,جمعه
1470,13990109,1399/01/09,1399,1,0,فروردین,شنبه
1471,13990110,1399/01/10,1399,2,0,فروردین,یکشنبه
1472,13990111,1399/01/11,1399,3,0,فروردین,دوشنبه
1473,13990112,1399/01/12,1399,4,1,فروردین,سه شنبه
1474,13990113,1399/01/13,1399,5,1,فروردین,چهارشنبه
1475,13990114,1399/01/14,1399,6,0,فروردین,پنجشنبه
1476,13990115,1399/01/15,1399,7,1,فروردین,جمعه
1477,13990116,1399/01/16,1399,1,0,فروردین,شنبه
1478,13990117,1399/01/17,1399,2,0,فروردین,یکشنبه
1479,13990118,1399/01/18,1399,3,0,فروردین,دوشنبه
1480,13990119,1399/01/19,1399,4,0,فروردین,سه شنبه
1481,13990120,1399/01/20,1399,5,0,فروردین,چهارشنبه
1482,13990121,1399/01/21,1399,6,1,فروردین,پنجشنبه
1483,13990122,1399/01/22,1399,7,1,فروردین,جمعه
1484,13990123,1399/01/23,1399,1,0,فروردین,شنبه
1485,13990124,1399/01/24,1399,2,0,فروردین,یکشنبه
1486,13990125,1399/01/25,1399,3,0,فروردین,دوشنبه
1487,13990126,1399/01/26,1399,4,0,فروردین,سه شنبه
1488,13990127,1399/01/27,1399,5,0,فروردین,چهارشنبه
1489,13990128,1399/01/28,1399,6,0,فروردین,پنجشنبه
1490,13990129,1399/01/29,1399,7,1,فروردین,جمعه
1491,13990130,1399/01/30,1399,1,0,فروردین,شنبه
1492,13990131,1399/01/31,1399,2,0,فروردین,یکشنبه
1493,13990201,1399/02/01,1399,3,0,اردیبهشت,دوشنبه
1494,13990202,1399/02/02,1399,4,0,اردیبهشت,سه شنبه
1495,13990203,1399/02/03,1399,5,0,اردیبهشت,چهارشنبه
1496,13990204,1399/02/04,1399,6,0,اردیبهشت,پنجشنبه
1497,13990205,1399/02/05,1399,7,1,اردیبهشت,جمعه
1498,13990206,1399/02/06,1399,1,0,اردیبهشت,شنبه
1499,13990207,1399/02/07,1399,2,0,اردیبهشت,یکشنبه
1500,13990208,1399/02/08,1399,3,0,اردیبهشت,دوشنبه
1501,13990209,1399/02/09,1399,4,0,اردیبهشت,سه شنبه
1502,13990210,1399/02/10,1399,5,0,اردیبهشت,چهارشنبه
1503,13990211,1399/02/11,1399,6,0,اردیبهشت,پنجشنبه
1504,13990212,1399/02/12,1399,7,1,اردیبهشت,جمعه
1505,13990213,1399/02/13,1399,1,0,اردیبهشت,شنبه
1506,13990214,1399/02/14,1399,2,0,اردیبهشت,یکشنبه
1507,13990215,1399/02/15,1399,3,0,اردیبهشت,دوشنبه
1508,13990216,1399/02/16,1399,4,0,اردیبهشت,سه شنبه
1509,13990217,1399/02/17,1399,5,0,اردیبهشت,چهارشنبه
1510,13990218,1399/02/18,1399,6,0,اردیبهشت,پنجشنبه
1511,13990219,1399/02/19,1399,7,1,اردیبهشت,جمعه
1512,13990220,1399/02/20,1399,1,0,اردیبهشت,شنبه
1513,13990221,1399/02/21,1399,2,0,اردیبهشت,یکشنبه
1514,13990222,1399/02/22,1399,3,0,اردیبهشت,دوشنبه
1515,13990223,1399/02/23,1399,4,0,اردیبهشت,سه شنبه
1516,13990224,1399/02/24,1399,5,0,اردیبهشت,چهارشنبه
1517,13990225,1399/02/25,1399,6,0,اردیبهشت,پنجشنبه
1518,13990226,1399/02/26,1399,7,1,اردیبهشت,جمعه
1519,13990227,1399/02/27,1399,1,0,اردیبهشت,شنبه
1520,13990228,1399/02/28,1399,2,0,اردیبهشت,یکشنبه
1521,13990229,1399/02/29,1399,3,0,اردیبهشت,دوشنبه
1522,13990230,1399/02/30,1399,4,0,اردیبهشت,سه شنبه
1523,13990231,1399/02/31,1399,5,0,اردیبهشت,چهارشنبه
1524,13990301,1399/03/01,1399,6,0,خرداد,پنجشنبه
1525,13990302,1399/03/02,1399,7,1,خرداد,جمعه
1526,13990303,1399/03/03,1399,1,0,خرداد,شنبه
1527,13990304,1399/03/04,1399,2,1,خرداد,یکشنبه
1528,13990305,1399/03/05,1399,3,1,خرداد,دوشنبه
1529,13990306,1399/03/06,1399,4,0,خرداد,سه شنبه
1530,13990307,1399/03/07,1399,5,0,خرداد,چهارشنبه
1531,13990308,1399/03/08,1399,6,0,خرداد,پنجشنبه
1532,13990309,1399/03/09,1399,7,1,خرداد,جمعه
1533,13990310,1399/03/10,1399,1,0,خرداد,شنبه
1534,13990311,1399/03/11,1399,2,0,خرداد,یکشنبه
1535,13990312,1399/03/12,1399,3,0,خرداد,دوشنبه
1536,13990313,1399/03/13,1399,4,0,خرداد,سه شنبه
1537,13990314,1399/03/14,1399,5,1,خرداد,چهارشنبه
1538,13990315,1399/03/15,1399,6,1,خرداد,پنجشنبه
1539,13990316,1399/03/16,1399,7,1,خرداد,جمعه
1540,13990317,1399/03/17,1399,1,0,خرداد,شنبه
1541,13990318,1399/03/18,1399,2,0,خرداد,یکشنبه
1542,13990319,1399/03/19,1399,3,0,خرداد,دوشنبه
1543,13990320,1399/03/20,1399,4,0,خرداد,سه شنبه
1544,13990321,1399/03/21,1399,5,0,خرداد,چهارشنبه
1545,13990322,1399/03/22,1399,6,0,خرداد,پنجشنبه
1546,13990323,1399/03/23,1399,7,1,خرداد,جمعه
1547,13990324,1399/03/24,1399,1,0,خرداد,شنبه
1548,13990325,1399/03/25,1399,2,0,خرداد,یکشنبه
1549,13990326,1399/03/26,1399,3,0,خرداد,دوشنبه
1550,13990327,1399/03/27,1399,4,0,خرداد,سه شنبه
1551,13990328,1399/03/28,1399,5,1,خرداد,چهارشنبه
1552,13990329,1399/03/29,1399,6,0,خرداد,پنجشنبه
1553,13990330,1399/03/30,1399,7,1,خرداد,جمعه
1554,13990331,1399/03/31,1399,1,0,خرداد,شنبه
1555,13990401,1399/04/01,1399,2,0,تیر,یکشنبه
1556,13990402,1399/04/02,1399,3,0,تیر,دوشنبه
1557,13990403,1399/04/03,1399,4,0,تیر,سه شنبه
1558,13990404,1399/04/04,1399,5,0,تیر,چهارشنبه
1559,13990405,1399/04/05,1399,6,0,تیر,پنجشنبه
1560,13990406,1399/04/06,1399,7,1,تیر,جمعه
1561,13990407,1399/04/07,1399,1,0,تیر,شنبه
1562,13990408,1399/04/08,1399,2,0,تیر,یکشنبه
1563,13990409,1399/04/09,1399,3,0,تیر,دوشنبه
1564,13990410,1399/04/10,1399,4,0,تیر,سه شنبه
1565,13990411,1399/04/11,1399,5,0,تیر,چهارشنبه
1566,13990412,1399/04/12,1399,6,0,تیر,پنجشنبه
1567,13990413,1399/04/13,1399,7,1,تیر,جمعه
1568,13990414,1399/04/14,1399,1,0,تیر,شنبه
1569,13990415,1399/04/15,1399,2,0,تیر,یکشنبه
1570,13990416,1399/04/16,1399,3,0,تیر,دوشنبه
1571,13990417,1399/04/17,1399,4,0,تیر,سه شنبه
1572,13990418,1399/04/18,1399,5,0,تیر,چهارشنبه
1573,13990419,1399/04/19,1399,6,0,تیر,پنجشنبه
1574,13990420,1399/04/20,1399,7,1,تیر,جمعه
1575,13990421,1399/04/21,1399,1,0,تیر,شنبه
1576,13990422,1399/04/22,1399,2,0,تیر,یکشنبه
1577,13990423,1399/04/23,1399,3,0,تیر,دوشنبه
1578,13990424,1399/04/24,1399,4,0,تیر,سه شنبه
1579,13990425,1399/04/25,1399,5,0,تیر,چهارشنبه
1580,13990426,1399/04/26,1399,6,0,تیر,پنجشنبه
1581,13990427,1399/04/27,1399,7,1,تیر,جمعه
1582,13990428,1399/04/28,1399,1,0,تیر,شنبه
1583,13990429,1399/04/29,1399,2,0,تیر,یکشنبه
1584,13990430,1399/04/30,1399,3,0,تیر,دوشنبه
1585,13990431,1399/04/31,1399,4,0,تیر,سه شنبه
1586,13990501,1399/05/01,1399,5,0,مرداد,چهارشنبه
1587,13990502,1399/05/02,1399,6,0,مرداد,پنجشنبه
1588,13990503,1399/05/03,1399,7,1,مرداد,جمعه
1589,13990504,1399/05/04,1399,1,0,مرداد,شنبه
1590,13990505,1399/05/05,1399,2,0,مرداد,یکشنبه
1591,13990506,1399/05/06,1399,3,0,مرداد,دوشنبه
1592,13990507,1399/05/07,1399,4,0,مرداد,سه شنبه
1593,13990508,1399/05/08,1399,5,0,مرداد,چهارشنبه
1594,13990509,1399/05/09,1399,6,0,مرداد,پنجشنبه
1595,13990510,1399/05/10,1399,7,1,مرداد,جمعه
1596,13990511,1399/05/11,1399,1,0,مرداد,شنبه
1597,13990512,1399/05/12,1399,2,0,مرداد,یکشنبه
1598,13990513,1399/05/13,1399,3,0,مرداد,دوشنبه
1599,13990514,1399/05/14,1399,4,0,مرداد,سه شنبه
1600,13990515,1399/05/15,1399,5,0,مرداد,چهارشنبه
1601,13990516,1399/05/16,1399,6,0,مرداد,پنجشنبه
1602,13990517,1399/05/17,1399,7,1,مرداد,جمعه
1603,13990518,1399/05/18,1399,1,1,مرداد,شنبه
1604,13990519,1399/05/19,1399,2,0,مرداد,یکشنبه
1605,13990520,1399/05/20,1399,3,0,مرداد,دوشنبه
1606,13990521,1399/05/21,1399,4,0,مرداد,سه شنبه
1607,13990522,1399/05/22,1399,5,0,مرداد,چهارشنبه
1608,13990523,1399/05/23,1399,6,0,مرداد,پنجشنبه
1609,13990524,1399/05/24,1399,7,1,مرداد,جمعه
1610,13990525,1399/05/25,1399,1,0,مرداد,شنبه
1611,13990526,1399/05/26,1399,2,0,مرداد,یکشنبه
1612,13990527,1399/05/27,1399,3,0,مرداد,دوشنبه
1613,13990528,1399/05/28,1399,4,0,مرداد,سه شنبه
1614,13990529,1399/05/29,1399,5,0,مرداد,چهارشنبه
1615,13990530,1399/05/30,1399,6,0,مرداد,پنجشنبه
1616,13990531,1399/05/31,1399,7,1,مرداد,جمعه
1617,13990601,1399/06/01,1399,1,0,شهریور,شنبه
1618,13990602,1399/06/02,1399,2,0,شهریور,یکشنبه
1619,13990603,1399/06/03,1399,3,0,شهریور,دوشنبه
1620,13990604,1399/06/04,1399,4,0,شهریور,سه شنبه
1621,13990605,1399/06/05,1399,5,0,شهریور,چهارشنبه
1622,13990606,1399/06/06,1399,6,0,شهریور,پنجشنبه
1623,13990607,1399/06/07,1399,7,1,شهریور,جمعه
1624,13990608,1399/06/08,1399,1,1,شهریور,شنبه
1625,13990609,1399/06/09,1399,2,1,شهریور,یکشنبه
1626,13990610,1399/06/10,1399,3,0,شهریور,دوشنبه
1627,13990611,1399/06/11,1399,4,0,شهریور,سه شنبه
1628,13990612,1399/06/12,1399,5,0,شهریور,چهارشنبه
1629,13990613,1399/06/13,1399,6,0,شهریور,پنجشنبه
1630,13990614,1399/06/14,1399,7,1,شهریور,جمعه
1631,13990615,1399/06/15,1399,1,0,شهریور,شنبه
1632,13990616,1399/06/16,1399,2,0,شهریور,یکشنبه
1633,13990617,1399/06/17,1399,3,0,شهریور,دوشنبه
1634,13990618,1399/06/18,1399,4,0,شهریور,سه شنبه
1635,13990619,1399/06/19,1399,5,0,شهریور,چهارشنبه
1636,13990620,1399/06/20,1399,6,0,شهریور,پنجشنبه
1637,13990621,1399/06/21,1399,7,1,شهریور,جمعه
1638,13990622,1399/06/22,1399,1,0,شهریور,شنبه
1639,13990623,1399/06/23,1399,2,0,شهریور,یکشنبه
1640,13990624,1399/06/24,1399,3,0,شهریور,دوشنبه
1641,13990625,1399/06/25,1399,4,0,شهریور,سه شنبه
1642,13990626,1399/06/26,1399,5,0,شهریور,چهارشنبه
1643,13990627,1399/06/27,1399,6,0,شهریور,پنجشنبه
1644,13990628,1399/06/28,1399,7,1,شهریور,جمعه
1645,13990629,1399/06/29,1399,1,0,شهریور,شنبه
1646,13990630,1399/06/30,1399,2,0,شهریور,یکشنبه
1647,13990631,1399/06/31,1399,3,0,شهریور,دوشنبه
1648,13990701,1399/07/01,1399,4,0,مهر,سه شنبه
1649,13990702,1399/07/02,1399,5,0,مهر,چهارشنبه
1650,13990703,1399/07/03,1399,6,0,مهر,پنجشنبه
1651,13990704,1399/07/04,1399,7,1,مهر,جمعه
1652,13990705,1399/07/05,1399,1,0,مهر,شنبه
1653,13990706,1399/07/06,1399,2,0,مهر,یکشنبه
1654,13990707,1399/07/07,1399,3,0,مهر,دوشنبه
1655,13990708,1399/07/08,1399,4,0,مهر,سه شنبه
1656,13990709,1399/07/09,1399,5,0,مهر,چهارشنبه
1657,13990710,1399/07/10,1399,6,0,مهر,پنجشنبه
1658,13990711,1399/07/11,1399,7,1,مهر,جمعه
1659,13990712,1399/07/12,1399,1,0,مهر,شنبه
1660,13990713,1399/07/13,1399,2,0,مهر,یکشنبه
1661,13990714,1399/07/14,1399,3,0,مهر,دوشنبه
1662,13990715,1399/07/15,1399,4,0,مهر,سه شنبه
1663,13990716,1399/07/16,1399,5,0,مهر,چهارشنبه
1664,13990717,1399/07/17,1399,6,1,مهر,پنجشنبه
1665,13990718,1399/07/18,1399,7,1,مهر,جمعه
1666,13990719,1399/07/19,1399,1,0,مهر,شنبه
1667,13990720,1399/07/20,1399,2,0,مهر,یکشنبه
1668,13990721,1399/07/21,1399,3,0,مهر,دوشنبه
1669,13990722,1399/07/22,1399,4,0,مهر,سه شنبه
1670,13990723,1399/07/23,1399,5,0,مهر,چهارشنبه
1671,13990724,1399/07/24,1399,6,0,مهر,پنجشنبه
1672,13990725,1399/07/25,1399,7,1,مهر,جمعه
1673,13990726,1399/07/26,1399,1,1,مهر,شنبه
1674,13990727,1399/07/27,1399,2,0,مهر,یکشنبه
1675,13990728,1399/07/28,1399,3,0,مهر,دوشنبه
1676,13990729,1399/07/29,1399,4,0,مهر,سه شنبه
1677,13990730,1399/07/30,1399,5,0,مهر,چهارشنبه
1678,13990801,1399/08/01,1399,6,0,آبان,پنجشنبه
1679,13990802,1399/08/02,1399,7,1,آبان,جمعه
1680,13990803,1399/08/03,1399,1,0,آبان,شنبه
1681,13990804,1399/08/04,1399,2,1,آبان,یکشنبه
1682,13990805,1399/08/05,1399,3,0,آبان,دوشنبه
1683,13990806,1399/08/06,1399,4,0,آبان,سه شنبه
1684,13990807,1399/08/07,1399,5,0,آبان,چهارشنبه
1685,13990808,1399/08/08,1399,6,0,آبان,پنجشنبه
1686,13990809,1399/08/09,1399,7,1,آبان,جمعه
1687,13990810,1399/08/10,1399,1,0,آبان,شنبه
1688,13990811,1399/08/11,1399,2,0,آبان,یکشنبه
1689,13990812,1399/08/12,1399,3,0,آبان,دوشنبه
1690,13990813,1399/08/13,1399,4,1,آبان,سه شنبه
1691,13990814,1399/08/14,1399,5,0,آبان,چهارشنبه
1692,13990815,1399/08/15,1399,6,0,آبان,پنجشنبه
1693,13990816,1399/08/16,1399,7,1,آبان,جمعه
1694,13990817,1399/08/17,1399,1,0,آبان,شنبه
1695,13990818,1399/08/18,1399,2,0,آبان,یکشنبه
1696,13990819,1399/08/19,1399,3,0,آبان,دوشنبه
1697,13990820,1399/08/20,1399,4,0,آبان,سه شنبه
1698,13990821,1399/08/21,1399,5,0,آبان,چهارشنبه
1699,13990822,1399/08/22,1399,6,0,آبان,پنجشنبه
1700,13990823,1399/08/23,1399,7,1,آبان,جمعه
1701,13990824,1399/08/24,1399,1,0,آبان,شنبه
1702,13990825,1399/08/25,1399,2,0,آبان,یکشنبه
1703,13990826,1399/08/26,1399,3,0,آبان,دوشنبه
1704,13990827,1399/08/27,1399,4,0,آبان,سه شنبه
1705,13990828,1399/08/28,1399,5,0,آبان,چهارشنبه
1706,13990829,1399/08/29,1399,6,0,آبان,پنجشنبه
1707,13990830,1399/08/30,1399,7,1,آبان,جمعه
1708,13990901,1399/09/01,1399,1,0,آذر,شنبه
1709,13990902,1399/09/02,1399,2,0,آذر,یکشنبه
1710,13990903,1399/09/03,1399,3,0,آذر,دوشنبه
1711,13990904,1399/09/04,1399,4,0,آذر,سه شنبه
1712,13990905,1399/09/05,1399,5,0,آذر,چهارشنبه
1713,13990906,1399/09/06,1399,6,0,آذر,پنجشنبه
1714,13990907,1399/09/07,1399,7,1,آذر,جمعه
1715,13990908,1399/09/08,1399,1,0,آذر,شنبه
1716,13990909,1399/09/09,1399,2,0,آذر,یکشنبه
1717,13990910,1399/09/10,1399,3,0,آذر,دوشنبه
1718,13990911,1399/09/11,1399,4,0,آذر,سه شنبه
1719,13990912,1399/09/12,1399,5,0,آذر,چهارشنبه
1720,13990913,1399/09/13,1399,6,0,آذر,پنجشنبه
1721,13990914,1399/09/14,1399,7,1,آذر,جمعه
1722,13990915,1399/09/15,1399,1,0,آذر,شنبه
1723,13990916,1399/09/16,1399,2,0,آذر,یکشنبه
1724,13990917,1399/09/17,1399,3,0,آذر,دوشنبه
1725,13990918,1399/09/18,1399,4,0,آذر,سه شنبه
1726,13990919,1399/09/19,1399,5,0,آذر,چهارشنبه
1727,13990920,1399/09/20,1399,6,0,آذر,پنجشنبه
1728,13990921,1399/09/21,1399,7,1,آذر,جمعه
1729,13990922,1399/09/22,1399,1,0,آذر,شنبه
1730,13990923,1399/09/23,1399,2,0,آذر,یکشنبه
1731,13990924,1399/09/24,1399,3,0,آذر,دوشنبه
1732,13990925,1399/09/25,1399,4,0,آذر,سه شنبه
1733,13990926,1399/09/26,1399,5,0,آذر,چهارشنبه
1734,13990927,1399/09/27,1399,6,0,آذر,پنجشنبه
1735,13990928,1399/09/28,1399,7,1,آذر,جمعه
1736,13990929,1399/09/29,1399,1,0,آذر,شنبه
1737,13990930,1399/09/30,1399,2,0,آذر,یکشنبه
1738,13991001,1399/10/01,1399,3,0,دی,دوشنبه
1739,13991002,1399/10/02,1399,4,0,دی,سه شنبه
1740,13991003,1399/10/03,1399,5,0,دی,چهارشنبه
1741,13991004,1399/10/04,1399,6,0,دی,پنجشنبه
1742,13991005,1399/10/05,1399,7,1,دی,جمعه
1743,13991006,1399/10/06,1399,1,0,دی,شنبه
1744,13991007,1399/10/07,1399,2,0,دی,یکشنبه
1745,13991008,1399/10/08,1399,3,0,دی,دوشنبه
1746,13991009,1399/10/09,1399,4,0,دی,سه شنبه
1747,13991010,1399/10/10,1399,5,0,دی,چهارشنبه
1748,13991011,1399/10/11,1399,6,0,دی,پنجشنبه
1749,13991012,1399/10/12,1399,7,1,دی,جمعه
1750,13991013,1399/10/13,1399,1,0,دی,شنبه
1751,13991014,1399/10/14,1399,2,0,دی,یکشنبه
1752,13991015,1399/10/15,1399,3,0,دی,دوشنبه
1753,13991016,1399/10/16,1399,4,0,دی,سه شنبه
1754,13991017,1399/10/17,1399,5,0,دی,چهارشنبه
1755,13991018,1399/10/18,1399,6,0,دی,پنجشنبه
1756,13991019,1399/10/19,1399,7,1,دی,جمعه
1757,13991020,1399/10/20,1399,1,0,دی,شنبه
1758,13991021,1399/10/21,1399,2,0,دی,یکشنبه
1759,13991022,1399/10/22,1399,3,0,دی,دوشنبه
1760,13991023,1399/10/23,1399,4,0,دی,سه شنبه
1761,13991024,1399/10/24,1399,5,0,دی,چهارشنبه
1762,13991025,1399/10/25,1399,6,0,دی,پنجشنبه
1763,13991026,1399/10/26,1399,7,1,دی,جمعه
1764,13991027,1399/10/27,1399,1,0,دی,شنبه
1765,13991028,1399/10/28,1399,2,1,دی,یکشنبه
1766,13991029,1399/10/29,1399,3,0,دی,دوشنبه
1767,13991030,1399/10/30,1399,4,0,دی,سه شنبه
1768,13991101,1399/11/01,1399,5,0,بهمن,چهارشنبه
1769,13991102,1399/11/02,1399,6,0,بهمن,پنجشنبه
1770,13991103,1399/11/03,1399,7,1,بهمن,جمعه
1771,13991104,1399/11/04,1399,1,0,بهمن,شنبه
1772,13991105,1399/11/05,1399,2,0,بهمن,یکشنبه
1773,13991106,1399/11/06,1399,3,0,بهمن,دوشنبه
1774,13991107,1399/11/07,1399,4,0,بهمن,سه شنبه
1775,13991108,1399/11/08,1399,5,0,بهمن,چهارشنبه
1776,13991109,1399/11/09,1399,6,0,بهمن,پنجشنبه
1777,13991110,1399/11/10,1399,7,1,بهمن,جمعه
1778,13991111,1399/11/11,1399,1,0,بهمن,شنبه
1779,13991112,1399/11/12,1399,2,0,بهمن,یکشنبه
1780,13991113,1399/11/13,1399,3,0,بهمن,دوشنبه
1781,13991114,1399/11/14,1399,4,0,بهمن,سه شنبه
1782,13991115,1399/11/15,1399,5,0,بهمن,چهارشنبه
1783,13991116,1399/11/16,1399,6,0,بهمن,پنجشنبه
1784,13991117,1399/11/17,1399,7,1,بهمن,جمعه
1785,13991118,1399/11/18,1399,1,0,بهمن,شنبه
1786,13991119,1399/11/19,1399,2,0,بهمن,یکشنبه
1787,13991120,1399/11/20,1399,3,0,بهمن,دوشنبه
1788,13991121,1399/11/21,1399,4,0,بهمن,سه شنبه
1789,13991122,1399/11/22,1399,5,1,بهمن,چهارشنبه
1790,13991123,1399/11/23,1399,6,0,بهمن,پنجشنبه
1791,13991124,1399/11/24,1399,7,1,بهمن,جمعه
1792,13991125,1399/11/25,1399,1,0,بهمن,شنبه
1793,13991126,1399/11/26,1399,2,0,بهمن,یکشنبه
1794,13991127,1399/11/27,1399,3,0,بهمن,دوشنبه
1795,13991128,1399/11/28,1399,4,0,بهمن,سه شنبه
1796,13991129,1399/11/29,1399,5,0,بهمن,چهارشنبه
1797,13991130,1399/11/30,1399,6,0,بهمن,پنجشنبه
1798,13991201,1399/12/01,1399,7,1,اسفند,جمعه
1799,13991202,1399/12/02,1399,1,0,اسفند,شنبه
1800,13991203,1399/12/03,1399,2,0,اسفند,یکشنبه
1801,13991204,1399/12/04,1399,3,0,اسفند,دوشنبه
1802,13991205,1399/12/05,1399,4,0,اسفند,سه شنبه
1803,13991206,1399/12/06,1399,5,0,اسفند,چهارشنبه
1804,13991207,1399/12/07,1399,6,1,اسفند,پنجشنبه
1805,13991208,1399/12/08,1399,7,1,اسفند,جمعه
1806,13991209,1399/12/09,1399,1,0,اسفند,شنبه
1807,13991210,1399/12/10,1399,2,0,اسفند,یکشنبه
1808,13991211,1399/12/11,1399,3,0,اسفند,دوشنبه
1809,13991212,1399/12/12,1399,4,0,اسفند,سه شنبه
1810,13991213,1399/12/13,1399,5,0,اسفند,چهارشنبه
1811,13991214,1399/12/14,1399,6,0,اسفند,پنجشنبه
1812,13991215,1399/12/15,1399,7,1,اسفند,جمعه
1813,13991216,1399/12/16,1399,1,0,اسفند,شنبه
1814,13991217,1399/12/17,1399,2,0,اسفند,یکشنبه
1815,13991218,1399/12/18,1399,3,0,اسفند,دوشنبه
1816,13991219,1399/12/19,1399,4,0,اسفند,سه شنبه
1817,13991220,1399/12/20,1399,5,0,اسفند,چهارشنبه
1818,13991221,1399/12/21,1399,6,1,اسفند,پنجشنبه
1819,13991222,1399/12/22,1399,7,1,اسفند,جمعه
1820,13991223,1399/12/23,1399,1,0,اسفند,شنبه
1821,13991224,1399/12/24,1399,2,0,اسفند,یکشنبه
1822,13991225,1399/12/25,1399,3,0,اسفند,دوشنبه
1823,13991226,1399/12/26,1399,4,0,اسفند,سه شنبه
1824,13991227,1399/12/27,1399,5,0,اسفند,چهارشنبه
1825,13991228,1399/12/28,1399,6,0,اسفند,پنجشنبه
1826,13991229,1399/12/29,1399,7,1,اسفند,جمعه
1827,13991230,1399/12/30,1399,1,1,اسفند,شنبه
1828,14000101,1400/01/01,1400,2,1,فروردین,یکشنبه
1829,14000102,1400/01/02,1400,3,1,فروردین,دوشنبه
1830,14000103,1400/01/03,1400,4,1,فروردین,سه شنبه
1831,14000104,1400/01/04,1400,5,1,فروردین,چهارشنبه
1832,14000105,1400/01/05,1400,6,0,فروردین,پنجشنبه
1833,14000106,1400/01/06,1400,7,1,فروردین,جمعه
1834,14000107,1400/01/07,1400,1,0,فروردین,شنبه
1835,14000108,1400/01/08,1400,2,0,فروردین,یکشنبه
1836,14000109,1400/01/09,1400,3,1,فروردین,دوشنبه
1837,14000110,1400/01/10,1400,4,0,فروردین,سه شنبه
1838,14000111,1400/01/11,1400,5,0,فروردین,چهارشنبه
1839,14000112,1400/01/12,1400,6,1,فروردین,پنجشنبه
1840,14000113,1400/01/13,1400,7,1,فروردین,جمعه
1841,14000114,1400/01/14,1400,1,0,فروردین,شنبه
1842,14000115,1400/01/15,1400,2,0,فروردین,یکشنبه
1843,14000116,1400/01/16,1400,3,0,فروردین,دوشنبه
1844,14000117,1400/01/17,1400,4,0,فروردین,سه شنبه
1845,14000118,1400/01/18,1400,5,0,فروردین,چهارشنبه
1846,14000119,1400/01/19,1400,6,0,فروردین,پنجشنبه
1847,14000120,1400/01/20,1400,7,1,فروردین,جمعه
1848,14000121,1400/01/21,1400,1,0,فروردین,شنبه
1849,14000122,1400/01/22,1400,2,0,فروردین,یکشنبه
1850,14000123,1400/01/23,1400,3,0,فروردین,دوشنبه
1851,14000124,1400/01/24,1400,4,0,فروردین,سه شنبه
1852,14000125,1400/01/25,1400,5,0,فروردین,چهارشنبه
1853,14000126,1400/01/26,1400,6,0,فروردین,پنجشنبه
1854,14000127,1400/01/27,1400,7,1,فروردین,جمعه
1855,14000128,1400/01/28,1400,1,0,فروردین,شنبه
1856,14000129,1400/01/29,1400,2,0,فروردین,یکشنبه
1857,14000130,1400/01/30,1400,3,0,فروردین,دوشنبه
1858,14000131,1400/01/31,1400,4,0,فروردین,سه شنبه
1859,14000201,1400/02/01,1400,5,0,اردیبهشت,چهارشنبه
