ID,DATE_KEY,FULL_DATE_KEY,YEAR,DAY_OF_WEEK,IS_HOLIDAY,MONTH_PERSIAN_NAME,DAY_PERSIAN_NAME
3024,14030409,1403/04/09,1403,1,0,تیر,شنبه
3025,14030410,1403/04/10,1403,2,0,تیر,یکشنبه
3026,14030411,1403/04/11,1403,3,0,تیر,دوشنبه
3027,14030412,1403/04/12,1403,4,0,تیر,سه شنبه
3028,14030413,1403/04/13,1403,5,0,تیر,چهارشنبه
3029,14030414,1403/04/14,1403,6,0,تیر,پنجشنبه
3030,14030415,1403/04/15,1403,7,1,تیر,جمعه
3031,14030416,1403/04/16,1403,1,0,تیر,شنبه
3032,14030417,1403/04/17,1403,2,0,تیر,یکشنبه
3033,14030418,1403/04/18,1403,3,0,تیر,دوشنبه
3034,14030419,1403/04/19,1403,4,0,تیر,سه شنبه
3035,14030420,1403/04/20,1403,5,0,تیر,چهارشنبه
3036,14030421,1403/04/21,1403,6,0,تیر,پنجشنبه
3037,14030422,1403/04/22,1403,7,1,تیر,جمعه
3038,14030423,1403/04/23,1403,1,0,تیر,شنبه
3039,14030424,1403/04/24,1403,2,0,تیر,یکشنبه
3040,14030425,1403/04/25,1403,3,0,تیر,دوشنبه
3041,14030426,1403/04/26,1403,4,1,تیر,سه شنبه
3042,14030427,1403/04/27,1403,5,1,تیر,چهارشنبه
3043,14030428,1403/04/28,1403,6,0,تیر,پنجشنبه
3044,14030429,1403/04/29,1403,7,1,تیر,جمعه
3045,14030430,1403/04/30,1403,1,0,تیر,شنبه
3046,14030431,1403/04/31,1403,2,0,تیر,یکشنبه
3047,14030501,1403/05/01,1403,3,0,مرداد,دوشنبه
3048,14030502,1403/05/02,1403,4,0,مرداد,سه شنبه
3049,14030503,1403/05/03,1403,5,0,مرداد,چهارشنبه
3050,14030504,1403/05/04,1403,6,0,مرداد,پنجشنبه
3051,14030505,1403/05/05,1403,7,1,مرداد,جمعه
3052,14030506,1403/05/06,1403,1,0,مرداد,شنبه
3053,14030507,1403/05/07,1403,2,0,مرداد,یکشنبه
3054,14030508,1403/05/08,1403,3,0,مرداد,دوشنبه
3055,14030509,1403/05/09,1403,4,0,مرداد,سه شنبه
3056,14030510,1403/05/10,1403,5,0,مرداد,چهارشنبه
3057,14030511,1403/05/11,1403,6,0,مرداد,پنجشنبه
3058,14030512,1403/05/12,1403,7,1,مرداد,جمعه
3059,14030513,1403/05/13,1403,1,0,مرداد,شنبه
3060,14030514,1403/05/14,1403,2,0,مرداد,یکشنبه
3061,14030515,1403/05/15,1403,3,0,مرداد,دوشنبه
3062,14030516,1403/05/16,1403,4,0,مرداد,سه شنبه
3063,14030517,1403/05/17,1403,5,0,مرداد,چهارشنبه
3064,14030518,1403/05/18,1403,6,0,مرداد,پنجشنبه
3065,14030519,1403/05/19,1403,7,1,مرداد,جمعه
3066,14030520,1403/05/20,1403,1,0,مرداد,شنبه
3067,14030521,1403/05/21,1403,2,0,مرداد,یکشنبه
3068,14030522,1403/05/22,1403,3,0,مرداد,دوشنبه
3069,14030523,1403/05/23,1403,4,0,مرداد,سه شنبه
3070,14030524,1403/05/24,1403,5,0,مرداد,چهارشنبه
3071,14030525,1403/05/25,1403,6,0,مرداد,پنجشنبه
3072,14030526,1403/05/26,1403,7,1,مرداد,جمعه
3073,14030527,1403/05/27,1403,1,0,مرداد,شنبه
3074,14030528,1403/05/28,1403,2,0,مرداد,یکشنبه
3075,14030529,1403/05/29,1403,3,0,مرداد,دوشنبه
3076,14030530,1403/05/30,1403,4,0,مرداد,سه شنبه
3077,14030531,1403/05/31,1403,5,0,مرداد,چهارشنبه
3078,14030601,1403/06/01,1403,6,0,شهریور,پنجشنبه
3079,14030602,1403/06/02,1403,7,1,شهریور,جمعه
3080,14030603,1403/06/03,1403,1,0,شهریور,شنبه
3081,14030604,1403/06/04,1403,2,1,شهریور,یکشنبه
3082,14030605,1403/06/05,1403,3,0,شهریور,دوشنبه
3083,14030606,1403/06/06,1403,4,0,شهریور,سه شنبه
3084,14030607,1403/06/07,1403,5,0,شهریور,چهارشنبه
3085,14030608,1403/06/08,1403,6,0,شهریور,پنجشنبه
3086,14030609,1403/06/09,1403,7,1,شهریور,جمعه
3087,14030610,1403/06/10,1403,1,0,شهریور,شنبه
3088,14030611,1403/06/11,1403,2,0,شهریور,یکشنبه
3089,14030612,1403/06/12,1403,3,1,شهریور,دوشنبه
3090,14030613,1403/06/13,1403,4,0,شهریور,سه شنبه
3091,14030614,1403/06/14,1403,5,1,شهریور,چهارشنبه
3092,14030615,1403/06/15,1403,6,0,شهریور,پنجشنبه
3093,14030616,1403/06/16,1403,7,1,شهریور,جمعه
3094,14030617,1403/06/17,1403,1,0,شهریور,شنبه
3095,14030618,1403/06/18,1403,2,0,شهریور,یکشنبه
3096,14030619,1403/06/19,1403,3,0,شهریور,دوشنبه
3097,14030620,1403/06/20,1403,4,0,شهریور,سه شنبه
3098,14030621,1403/06/21,1403,5,0,شهریور,چهارشنبه
3099,14030622,1403/06/22,1403,6,1,شهریور,پنجشنبه
3100,14030623,1403/06/23,1403,7,1,شهریور,جمعه
3101,14030624,1403/06/24,1403,1,0,شهریور,شنبه
3102,14030625,1403/06/25,1403,2,0,شهریور,یکشنبه
3103,14030626,1403/06/26,1403,3,0,شهریور,دوشنبه
3104,14030627,1403/06/27,1403,4,0,شهریور,سه شنبه
3105,14030628,1403/06/28,1403,5,0,شهریور,چهارشنبه
3106,14030629,1403/06/29,1403,6,0,شهریور,پنجشنبه
3107,14030630,1403/06/30,1403,7,1,شهریور,جمعه
3108,14030631,1403/06/31,1403,1,1,شهریور,شنبه
3109,14030701,1403/07/01,1403,2,0,مهر,یکشنبه
3110,14030702,1403/07/02,1403,3,0,مهر,دوشنبه
3111,14030703,1403/07/03,1403,4,0,مهر,سه شنبه
3112,14030704,1403/07/04,1403,5,0,مهر,چهارشنبه
3113,14030705,1403/07/05,1403,6,0,مهر,پنجشنبه
3114,14030706,1403/07/06,1403,7,1,مهر,جمعه
3115,14030707,1403/07/07,1403,1,0,مهر,شنبه
3116,14030708,1403/07/08,1403,2,0,مهر,یکشنبه
3117,14030709,1403/07/09,1403,3,0,مهر,دوشنبه
3118,14030710,1403/07/10,1403,4,0,مهر,سه شنبه
3119,14030711,1403/07/11,1403,5,0,مهر,چهارشنبه
3120,14030712,1403/07/12,1403,6,0,مهر,پنجشنبه
3121,14030713,1403/07/13,1403,7,1,مهر,جمعه
3122,14030714,1403/07/14,1403,1,0,مهر,شنبه
3123,14030715,1403/07/15,1403,2,0,مهر,یکشنبه
3124,14030716,1403/07/16,1403,3,0,مهر,دوشنبه
3125,14030717,1403/07/17,1403,4,0,مهر,سه شنبه
3126,14030718,1403/07/18,1403,5,0,مهر,چهارشنبه
3127,14030719,1403/07/19,1403,6,0,مهر,پنجشنبه
3128,14030720,1403/07/20,1403,7,1,مهر,جمعه
3129,14030721,1403/07/21,1403,1,0,مهر,شنبه
3130,14030722,1403/07/22,1403,2,0,مهر,یکشنبه
3131,14030723,1403/07/23,1403,3,0,مهر,دوشنبه
3132,14030724,1403/07/24,1403,4,0,مهر,سه شنبه
3133,14030725,1403/07/25,1403,5,0,مهر,چهارشنبه
3134,14030726,1403/07/26,1403,6,0,مهر,پنجشنبه
3135,14030727,1403/07/27,1403,7,1,مهر,جمعه
3136,14030728,1403/07/28,1403,1,0,مهر,شنبه
3137,14030729,1403/07/29,1403,2,0,مهر,یکشنبه
3138,14030730,1403/07/30,1403,3,0,مهر,دوشنبه
3139,14030801,1403/08/01,1403,4,0,آبان,سه شنبه
3140,14030802,1403/08/02,1403,5,0,آبان,چهارشنبه
3141,14030803,1403/08/03,1403,6,0,آبان,پنجشنبه
3142,14030804,1403/08/04,1403,7,1,آبان,جمعه
3143,14030805,1403/08/05,1403,1,0,آبان,شنبه
3144,14030806,1403/08/06,1403,2,0,آبان,یکشنبه
3145,14030807,1403/08/07,1403,3,0,آبان,دوشنبه
3146,14030808,1403/08/08,1403,4,0,آبان,سه شنبه
3147,14030809,1403/08/09,1403,5,0,آبان,چهارشنبه
3148,14030810,1403/08/10,1403,6,0,آبان,پنجشنبه
3149,14030811,1403/08/11,1403,7,1,آبان,جمعه
3150,14030812,1403/08/12,1403,1,0,آبان,شنبه
3151,14030813,1403/08/13,1403,2,0,آبان,یکشنبه
3152,14030814,1403/08/14,1403,3,0,آبان,دوشنبه
3153,14030815,1403/08/15,1403,4,0,آبان,سه شنبه
3154,14030816,1403/08/16,1403,5,0,آبان,چهارشنبه
3155,14030817,1403/08/17,1403,6,0,آبان,پنجشنبه
3156,14030818,1403/08/18,1403,7,1,آبان,جمعه
3157,14030819,1403/08/19,1403,1,0,آبان,شنبه
3158,14030820,1403/08/20,1403,2,0,آبان,یکشنبه
3159,14030821,1403/08/21,1403,3,0,آبان,دوشنبه
3160,14030822,1403/08/22,1403,4,0,آبان,سه شنبه
3161,14030823,1403/08/23,1403,5,0,آبان,چهارشنبه
3162,14030824,1403/08/24,1403,6,0,آبان,پنجشنبه
3163,14030825,1403/08/25,1403,7,1,آبان,جمعه
3164,14030826,1403/08/26,1403,1,0,آبان,شنبه
3165,14030827,1403/08/27,1403,2,0,آبان,یکشنبه
3166,14030828,1403/08/28,1403,3,0,آبان,دوشنبه
3167,14030829,1403/08/29,1403,4,0,آبان,سه شنبه
3168,14030830,1403/08/30,1403,5,0,آبان,چهارشنبه
3169,14030901,1403/09/01,1403,6,0,آذر,پنجشنبه
3170,14030902,1403/09/02,1403,7,1,آذر,جمعه
3171,14030903,1403/09/03,1403,1,0,آذر,شنبه
3172,14030904,1403/09/04,1403,2,0,آذر,یکشنبه
3173,14030905,1403/09/05,1403,3,0,آذر,دوشنبه
3174,14030906,1403/09/06,1403,4,0,آذر,سه شنبه
3175,14030907,1403/09/07,1403,5,0,آذر,چهارشنبه
3176,14030908,1403/09/08,1403,6,0,آذر,پنجشنبه
3177,14030909,1403/09/09,1403,7,1,آذر,جمعه
3178,14030910,1403/09/10,1403,1,0,آذر,شنبه
3179,14030911,1403/09/11,1403,2,0,آذر,یکشنبه
3180,14030912,1403/09/12,1403,3,0,آذر,دوشنبه
3181,14030913,1403/09/13,1403,4,0,آذر,سه شنبه
3182,14030914,1403/09/14,1403,5,0,آذر,چهارشنبه
3183,14030915,1403/09/15,1403,6,1,آذر,پنجشنبه
3184,14030916,1403/09/16,1403,7,1,آذر,جمعه
3185,14030917,1403/09/17,1403,1,0,آذر,شنبه
3186,14030918,1403/09/18,1403,2,0,آذر,یکشنبه
3187,14030919,1403/09/19,1403,3,0,آذر,دوشنبه
3188,14030920,1403/09/20,1403,4,0,آذر,سه شنبه
3189,14030921,1403/09/21,1403,5,0,آذر,چهارشنبه
3190,14030922,1403/09/22,1403,6,0,آذر,پنجشنبه
3191,14030923,1403/09/23,1403,7,1,آذر,جمعه
3192,14030924,1403/09/24,1403,1,0,آذر,شنبه
3193,14030925,1403/09/25,1403,2,0,آذر,یکشنبه
3194,14030926,1403/09/26,1403,3,0,آذر,دوشنبه
3195,14030927,1403/09/27,1403,4,0,آذر,سه شنبه
3196,14030928,1403/09/28,1403,5,0,آذر,چهارشنبه
3197,14030929,1403/09/29,1403,6,0,آذر,پنجشنبه
3198,14030930,1403/09/30,1403,7,1,آذر,جمعه
3199,14031001,1403/10/01,1403,1,0,دی,شنبه
3200,14031002,1403/10/02,1403,2,0,دی,یکشنبه
3201,14031003,1403/10/03,1403,3,0,دی,دوشنبه
3202,14031004,1403/10/04,1403,4,0,دی,سه شنبه
3203,14031005,1403/10/05,1403,5,0,دی,چهارشنبه
3204,14031006,1403/10/06,1403,6,0,دی,پنجشنبه
3205,14031007,1403/10/07,1403,7,1,دی,جمعه
3206,14031008,1403/10/08,1403,1,0,دی,شنبه
3207,14031009,1403/10/09,1403,2,0,دی,یکشنبه
3208,14031010,1403/10/10,1403,3,0,دی,دوشنبه
3209,14031011,1403/10/11,1403,4,0,دی,سه شنبه
3210,14031012,1403/10/12,1403,5,0,دی,چهارشنبه
3211,14031013,1403/10/13,1403,6,0,دی,پنجشنبه
3212,14031014,1403/10/14,1403,7,1,دی,جمعه
3213,14031015,1403/10/15,1403,1,0,دی,شنبه
3214,14031016,1403/10/16,1403,2,0,دی,یکشنبه
3215,14031017,1403/10/17,1403,3,0,دی,دوشنبه
3216,14031018,1403/10/18,1403,4,0,دی,سه شنبه
3217,14031019,1403/10/19,1403,5,0,دی,چهارشنبه
3218,14031020,1403/10/20,1403,6,0,دی,پنجشنبه
3219,14031021,1403/10/21,1403,7,1,دی,جمعه
3220,14031022,1403/10/22,1403,1,0,دی,شنبه
3221,14031023,1403/10/23,1403,2,0,دی,یکشنبه
3222,14031024,1403/10/24,1403,3,0,دی,دوشنبه
3223,14031025,1403/10/25,1403,4,1,دی,سه شنبه
3224,14031026,1403/10/26,1403,5,0,دی,چهارشنبه
3225,14031027,1403/10/27,1403,6,0,دی,پنجشنبه
3226,14031028,1403/10/28,1403,7,1,دی,جمعه
3227,14031029,1403/10/29,1403,1,0,دی,شنبه
3228,14031030,1403/10/30,1403,2,0,دی,یکشنبه
3229,14031101,1403/11/01,1403,3,0,بهمن,دوشنبه
3230,14031102,1403/11/02,1403,4,0,بهمن,سه شنبه
3231,14031103,1403/11/03,1403,5,0,بهمن,چهارشنبه
3232,14031104,1403/11/04,1403,6,0,بهمن,پنجشنبه
3233,14031105,1403/11/05,1403,7,1,بهمن,جمعه
3234,14031106,1403/11/06,1403,1,0,بهمن,شنبه
3235,14031107,1403/11/07,1403,2,0,بهمن,یکشنبه
3236,14031108,1403/11/08,1403,3,0,بهمن,دوشنبه
3237,14031109,1403/11/09,1403,4,1,بهمن,سه شنبه
3238,14031110,1403/11/10,1403,5,0,بهمن,چهارشنبه
3239,14031111,1403/11/11,1403,6,0,بهمن,پنجشنبه
3240,14031112,1403/11/12,1403,7,1,بهمن,جمعه
3241,14031113,1403/11/13,1403,1,0,بهمن,شنبه
3242,14031114,1403/11/14,1403,2,0,بهمن,یکشنبه
3243,14031115,1403/11/15,1403,3,0,بهمن,دوشنبه
3244,14031116,1403/11/16,1403,4,0,بهمن,سه شنبه
3245,14031117,1403/11/17,1403,5,0,بهمن,چهارشنبه
3246,14031118,1403/11/18,1403,6,0,بهمن,پنجشنبه
3247,14031119,1403/11/19,1403,7,1,بهمن,جمعه
3248,14031120,1403/11/20,1403,1,0,بهمن,شنبه
3249,14031121,1403/11/21,1403,2,0,بهمن,یکشنبه
3250,14031122,1403/11/22,1403,3,1,بهمن,دوشنبه
3251,14031123,1403/11/23,1403,4,0,بهمن,سه شنبه
3252,14031124,1403/11/24,1403,5,0,بهمن,چهارشنبه
3253,14031125,1403/11/25,1403,6,0,بهمن,پنجشنبه
3254,14031126,1403/11/26,1403,7,1,بهمن,جمعه
3255,14031127,1403/11/27,1403,1,1,بهمن,شنبه
3256,14031128,1403/11/28,1403,2,0,بهمن,یکشنبه
3257,14031129,1403/11/29,1403,3,0,بهمن,دوشنبه
3258,14031130,1403/11/30,1403,4,0,بهمن,سه شنبه
3259,14031201,1403/12/01,1403,5,0,اسفند,چهارشنبه
3260,14031202,1403/12/02,1403,6,0,اسفند,پنجشنبه
3261,14031203,1403/12/03,1403,7,1,اسفند,جمعه
3262,14031204,1403/12/04,1403,1,0,اسفند,شنبه
3263,14031205,1403/12/05,1403,2,0,اسفند,یکشنبه
3264,14031206,1403/12/06,1403,3,0,اسفند,دوشنبه
3265,14031207,1403/12/07,1403,4,0,اسفند,سه شنبه
3266,14031208,1403/12/08,1403,5,0,اسفند,چهارشنبه
3267,14031209,1403/12/09,1403,6,0,اسفند,پنجشنبه
3268,14031210,1403/12/10,1403,7,1,اسفند,جمعه
3269,14031211,1403/12/11,1403,1,0,اسفند,شنبه
3270,14031212,1403/12/12,1403,2,0,اسفند,یکشنبه
3271,14031213,1403/12/13,1403,3,0,اسفند,دوشنبه
3272,14031214,1403/12/14,1403,4,0,اسفند,سه شنبه
3273,14031215,1403/12/15,1403,5,0,اسفند,چهارشنبه
3274,14031216,1403/12/16,1403,6,0,اسفند,پنجشنبه
3275,14031217,1403/12/17,1403,7,1,اسفند,جمعه
3276,14031218,1403/12/18,1403,1,0,اسفند,شنبه
3277,14031219,1403/12/19,1403,2,0,اسفند,یکشنبه
3278,14031220,1403/12/20,1403,3,0,اسفند,دوشنبه
3279,14031221,1403/12/21,1403,4,0,اسفند,سه شنبه
3280,14031222,1403/12/22,1403,5,0,اسفند,چهارشنبه
3281,14031223,1403/12/23,1403,6,0,اسفند,پنجشنبه
3282,14031224,1403/12/24,1403,7,1,اسفند,جمعه
3283,14031225,1403/12/25,1403,1,0,اسفند,شنبه
3284,14031226,1403/12/26,1403,2,0,اسفند,یکشنبه
3285,14031227,1403/12/27,1403,3,0,اسفند,دوشنبه
3286,14031228,1403/12/28,1403,4,0,اسفند,سه شنبه
3287,14031229,1403/12/29,1403,5,1,اسفند,چهارشنبه
3288,14031230,1403/12/30,1403,6,1,اسفند,پنجشنبه
3289,14040101,1404/01/01,1404,7,1,فروردین,جمعه
3290,14040102,1404/01/02,1404,1,1,فروردین,شنبه
3291,14040103,1404/01/03,1404,2,1,فروردین,یکشنبه
3292,14040104,1404/01/04,1404,3,1,فروردین,دوشنبه
3293,14040105,1404/01/05,1404,4,0,فروردین,سه شنبه
3294,14040106,1404/01/06,1404,5,0,فروردین,چهارشنبه
3295,14040107,1404/01/07,1404,6,0,فروردین,پنجشنبه
3296,14040108,1404/01/08,1404,7,1,فروردین,جمعه
3297,14040109,1404/01/09,1404,1,0,فروردین,شنبه
3298,14040110,1404/01/10,1404,2,0,فروردین,یکشنبه
3299,14040111,1404/01/11,1404,3,1,فروردین,دوشنبه
3300,14040112,1404/01/12,1404,4,1,فروردین,سه شنبه
3301,14040113,1404/01/13,1404,5,1,فروردین,چهارشنبه
3302,14040114,1404/01/14,1404,6,0,فروردین,پنجشنبه
3303,14040115,1404/01/15,1404,7,1,فروردین,جمعه
3304,14040116,1404/01/16,1404,1,0,فروردین,شنبه
3305,14040117,1404/01/17,1404,2,0,فروردین,یکشنبه
3306,14040118,1404/01/18,1404,3,0,فروردین,دوشنبه
3307,14040119,1404/01/19,1404,4,0,فروردین,سه شنبه
3308,14040120,1404/01/20,1404,5,0,فروردین,چهارشنبه
3309,14040121,1404/01/21,1404,6,0,فروردین,پنجشنبه
3310,14040122,1404/01/22,1404,7,1,فروردین,جمعه
3311,14040123,1404/01/23,1404,1,0,فروردین,شنبه
3312,14040124,1404/01/24,1404,2,0,فروردین,یکشنبه
3313,14040125,1404/01/25,1404,3,0,فروردین,دوشنبه
3314,14040126,1404/01/26,1404,4,0,فروردین,سه شنبه
3315,14040127,1404/01/27,1404,5,0,فروردین,چهارشنبه
3316,14040128,1404/01/28,1404,6,0,فروردین,پنجشنبه
3317,14040129,1404/01/29,1404,7,1,فروردین,جمعه
3318,14040130,1404/01/30,1404,1,0,فروردین,شنبه
3319,14040131,1404/01/31,1404,2,0,فروردین,یکشنبه
3320,14040201,1404/02/01,1404,3,0,اردیبهشت,دوشنبه
3321,14040202,1404/02/02,1404,4,0,اردیبهشت,سه شنبه
3322,14040203,1404/02/03,1404,5,0,اردیبهشت,چهارشنبه
3323,14040204,1404/02/04,1404,6,1,اردیبهشت,پنجشنبه
3324,14040205,1404/02/05,1404,7,1,اردیبهشت,جمعه
3325,14040206,1404/02/06,1404,1,0,اردیبهشت,شنبه
3326,14040207,1404/02/07,1404,2,0,اردیبهشت,یکشنبه
3327,14040208,1404/02/08,1404,3,0,اردیبهشت,دوشنبه
3328,14040209,1404/02/09,1404,4,0,اردیبهشت,سه شنبه
3329,14040210,1404/02/10,1404,5,0,اردیبهشت,چهارشنبه
3330,14040211,1404/02/11,1404,6,0,اردیبهشت,پنجشنبه
3331,14040212,1404/02/12,1404,7,1,اردیبهشت,جمعه
3332,14040213,1404/02/13,1404,1,0,اردیبهشت,شنبه
3333,14040214,1404/02/14,1404,2,0,اردیبهشت,یکشنبه
3334,14040215,1404/02/15,1404,3,0,اردیبهشت,دوشنبه
3335,14040216,1404/02/16,1404,4,0,اردیبهشت,سه شنبه
3336,14040217,1404/02/17,1404,5,0,اردیبهشت,چهارشنبه
3337,14040218,1404/02/18,1404,6,0,اردیبهشت,پنجشنبه
3338,14040219,1404/02/19,1404,7,1,اردیبهشت,جمعه
3339,14040220,1404/02/20,1404,1,0,اردیبهشت,شنبه
3340,14040221,1404/02/21,1404,2,0,اردیبهشت,یکشنبه
3341,14040222,1404/02/22,1404,3,0,اردیبهشت,دوشنبه
3342,14040223,1404/02/23,1404,4,0,اردیبهشت,سه شنبه
3343,14040224,1404/02/24,1404,5,0,اردیبهشت,چهارشنبه
3344,14040225,1404/02/25,1404,6,0,اردیبهشت,پنجشنبه
3345,14040226,1404/02/26,1404,7,1,اردیبهشت,جمعه
3346,14040227,1404/02/27,1404,1,0,اردیبهشت,شنبه
3347,14040228,1404/02/28,1404,2,0,اردیبهشت,یکشنبه
3348,14040229,1404/02/29,1404,3,0,اردیبهشت,دوشنبه
3349,14040230,1404/02/30,1404,4,0,اردیبهشت,سه شنبه
3350,14040231,1404/02/31,1404,5,0,اردیبهشت,چهارشنبه
3351,14040301,1404/03/01,1404,6,0,خرداد,پنجشنبه
3352,14040302,1404/03/02,1404,7,1,خرداد,جمعه
3353,14040303,1404/03/03,1404,1,0,خرداد,شنبه
3354,14040304,1404/03/04,1404,2,0,خرداد,یکشنبه
3355,14040305,1404/03/05,1404,3,0,خرداد,دوشنبه
3356,14040306,1404/03/06,1404,4,0,خرداد,سه شنبه
3357,14040307,1404/03/07,1404,5,0,خرداد,چهارشنبه
3358,14040308,1404/03/08,1404,6,0,خرداد,پنجشنبه
3359,14040309,1404/03/09,1404,7,1,خرداد,جمعه
3360,14040310,1404/03/10,1404,1,0,خرداد,شنبه
3361,14040311,1404/03/11,1404,2,0,خرداد,یکشنبه
3362,14040312,1404/03/12,1404,3,0,خرداد,دوشنبه
3363,14040313,1404/03/13,1404,4,0,خرداد,سه شنبه
3364,14040314,1404/03/14,1404,5,1,خرداد,چهارشنبه
3365,14040315,1404/03/15,1404,6,1,خرداد,پنجشنبه
3366,14040316,1404/03/16,1404,7,1,خرداد,جمعه
3367,14040317,1404/03/17,1404,1,1,خرداد,شنبه
3368,14040318,1404/03/18,1404,2,0,خرداد,یکشنبه
3369,14040319,1404/03/19,1404,3,0,خرداد,دوشنبه
3370,14040320,1404/03/20,1404,4,0,خرداد,سه شنبه
3371,14040321,1404/03/21,1404,5,0,خرداد,چهارشنبه
3372,14040322,1404/03/22,1404,6,0,خرداد,پنجشنبه
3373,14040323,1404/03/23,1404,7,1,خرداد,جمعه
3374,14040324,1404/03/24,1404,1,0,خرداد,شنبه
3375,14040325,1404/03/25,1404,2,1,خرداد,یکشنبه
3376,14040326,1404/03/26,1404,3,0,خرداد,دوشنبه
3377,14040327,1404/03/27,1404,4,0,خرداد,سه شنبه
3378,14040328,1404/03/28,1404,5,0,خرداد,چهارشنبه
3379,14040329,1404/03/29,1404,6,0,خرداد,پنجشنبه
3380,14040330,1404/03/30,1404,7,1,خرداد,جمعه
3381,14040331,1404/03/31,1404,1,0,خرداد,شنبه
3382,14040401,1404/04/01,1404,2,0,تیر,یکشنبه
3383,14040402,1404/04/02,1404,3,0,تیر,دوشنبه
3384,14040403,1404/04/03,1404,4,0,تیر,سه شنبه
3385,14040404,1404/04/04,1404,5,0,تیر,چهارشنبه
3386,14040405,1404/04/05,1404,6,0,تیر,پنجشنبه
3387,14040406,1404/04/06,1404,7,1,تیر,جمعه
3388,14040407,1404/04/07,1404,1,0,تیر,شنبه
3389,14040408,1404/04/08,1404,2,0,تیر,یکشنبه
3390,14040409,1404/04/09,1404,3,0,تیر,دوشنبه
3391,14040410,1404/04/10,1404,4,0,تیر,سه شنبه
3392,14040411,1404/04/11,1404,5,0,تیر,چهارشنبه
3393,14040412,1404/04/12,1404,6,0,تیر,پنجشنبه
3394,14040413,1404/04/13,1404,7,1,تیر,جمعه
3395,14040414,1404/04/14,1404,1,1,تیر,شنبه
3396,14040415,1404/04/15,1404,2,1,تیر,یکشنبه
3397,14040416,1404/04/16,1404,3,0,تیر,دوشنبه
3398,14040417,1404/04/17,1404,4,0,تیر,سه شنبه
3399,14040418,1404/04/18,1404,5,0,تیر,چهارشنبه
3400,14040419,1404/04/19,1404,6,0,تیر,پنجشنبه
3401,14040420,1404/04/20,1404,7,1,تیر,جمعه
3402,14040421,1404/04/21,1404,1,0,تیر,شنبه
3403,14040422,1404/04/22,1404,2,0,تیر,یکشنبه
3404,14040423,1404/04/23,1404,3,0,تیر,دوشنبه
3405,14040424,1404/04/24,1404,4,0,تیر,سه شنبه
3406,14040425,1404/04/25,1404,5,0,تیر,چهارشنبه
3407,14040426,1404/04/26,1404,6,0,تیر,پنجشنبه
3408,14040427,1404/04/27,1404,7,1,تیر,جمعه
3409,14040428,1404/04/28,1404,1,0,تیر,شنبه
3410,14040429,1404/04/29,1404,2,0,تیر,یکشنبه
3411,14040430,1404/04/30,1404,3,0,تیر,دوشنبه
3412,14040431,1404/04/31,1404,4,0,تیر,سه شنبه
3413,14040501,1404/05/01,1404,5,0,مرداد,چهارشنبه
3414,14040502,1404/05/02,1404,6,0,مرداد,پنجشنبه
3415,14040503,1404/05/03,1404,7,1,مرداد,جمعه
3416,14040504,1404/05/04,1404,1,0,مرداد,شنبه
3417,14040505,1404/05/05,1404,2,0,مرداد,یکشنبه
3418,14040506,1404/05/06,1404,3,0,مرداد,دوشنبه
3419,14040507,1404/05/07,1404,4,0,مرداد,سه شنبه
3420,14040508,1404/05/08,1404,5,0,مرداد,چهارشنبه
3421,14040509,1404/05/09,1404,6,0,مرداد,پنجشنبه
3422,14040510,1404/05/10,1404,7,1,مرداد,جمعه
3423,14040511,1404/05/11,1404,1,0,مرداد,شنبه
3424,14040512,1404/05/12,1404,2,0,مرداد,یکشنبه
3425,14040513,1404/05/13,1404,3,0,مرداد,دوشنبه
3426,14040514,1404/05/14,1404,4,0,مرداد,سه شنبه
3427,14040515,1404/05/15,1404,5,0,مرداد,چهارشنبه
3428,14040516,1404/05/16,1404,6,0,مرداد,پنجشنبه
3429,14040517,1404/05/17,1404,7,1,مرداد,جمعه
3430,14040518,1404/05/18,1404,1,0,مرداد,شنبه
3431,14040519,1404/05/19,1404,2,0,مرداد,یکشنبه
3432,14040520,1404/05/20,1404,3,0,مرداد,دوشنبه
3433,14040521,1404/05/21,1404,4,0,مرداد,سه شنبه
3434,14040522,1404/05/22,1404,5,0,مرداد,چهارشنبه
3435,14040523,1404/05/23,1404,6,0,مرداد,پنجشنبه
3436,14040524,1404/05/24,1404,7,1,مرداد,جمعه
3437,14040525,1404/05/25,1404,1,0,مرداد,شنبه
3438,14040526,1404/05/26,1404,2,0,مرداد,یکشنبه
3439,14040527,1404/05/27,1404,3,0,مرداد,دوشنبه
3440,14040528,1404/05/28,1404,4,0,مرداد,سه شنبه
3441,14040529,1404/05/29,1404,5,0,مرداد,چهارشنبه
3442,14040530,1404/05/30,1404,6,0,مرداد,پنجشنبه
3443,14040531,1404/05/31,1404,7,1,مرداد,جمعه
3444,14040601,1404/06/01,1404,1,1,شهریور,شنبه
3445,14040602,1404/06/02,1404,2,1,شهریور,یکشنبه
3446,14040603,1404/06/03,1404,3,0,شهریور,دوشنبه
3447,14040604,1404/06/04,1404,4,0,شهریور,سه شنبه
3448,14040605,1404/06/05,1404,5,0,شهریور,چهارشنبه
3449,14040606,1404/06/06,1404,6,0,شهریور,پنجشنبه
3450,14040607,1404/06/07,1404,7,1,شهریور,جمعه
3451,14040608,1404/06/08,1404,1,0,شهریور,شنبه
